,is_coi_pred,is_register_pred,is_fund_pred,is_open_code,is_open_data,PMID,Unnamed: 0.1,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 0
290,False,False,True,False,False,17101697,37674,Tau-dependent microtubule disassembly initiated by prefibrillar beta-amyloid,"King ME, Kan HM, Baas PW, Erisir A, Glabe CG, Bloom GS.",J Cell Biol. 2006 Nov 20;175(4):541-6. doi: 10.1083/jcb.200605187. Epub 2006 Nov 13.,King ME,J Cell Biol,2006,2006/11/15,PMC2064590,,10.1083/jcb.200605187,
301,True,False,True,False,False,18044984,37465,Cholinesterase inhibitors in mild cognitive impairment: a systematic review of randomised trials,"Raschetti R, Albanese E, Vanacore N, Maggini M.",PLoS Med. 2007 Nov 27;4(11):e338. doi: 10.1371/journal.pmed.0040338.,Raschetti R,PLoS Med,2007,2007/11/30,PMC2082649,,10.1371/journal.pmed.0040338,
306,True,False,True,False,False,17877807,37515,Induction of complement proteins in a mouse model for cerebral microvascular A beta deposition,"Fan R, DeFilippis K, Van Nostrand WE.",J Neuroinflammation. 2007 Sep 18;4:22. doi: 10.1186/1742-2094-4-22.,Fan R,J Neuroinflammation,2007,2007/09/20,PMC2099424,,10.1186/1742-2094-4-22,
311,False,False,False,False,False,2581978,38185,Subunit structure of paired helical filaments in Alzheimer's disease,"Wischik CM, Crowther RA, Stewart M, Roth M.",J Cell Biol. 1985 Jun;100(6):1905-12. doi: 10.1083/jcb.100.6.1905.,Wischik CM,J Cell Biol,1985,1985/06/01,PMC2113596,,10.1083/jcb.100.6.1905,
312,False,False,False,False,False,3060472,38167,Isolation and chemical characterization of Alzheimer's disease paired helical filament cytoskeletons: differentiation from amyloid plaque core protein,"Roher AE, Palmer KC, Chau V, Ball MJ.",J Cell Biol. 1988 Dec;107(6 Pt 2):2703-16. doi: 10.1083/jcb.107.6.2703.,Roher AE,J Cell Biol,1988,1988/12/01,PMC2115630,,10.1083/jcb.107.6.2703,
315,True,False,True,False,False,17517969,37591,G-CSF rescues the memory impairment of animal models of Alzheimer's disease,"Tsai KJ, Tsai YC, Shen CK.",J Exp Med. 2007 Jun 11;204(6):1273-80. doi: 10.1084/jem.20062481. Epub 2007 May 21.,Tsai KJ,J Exp Med,2007,2007/05/23,PMC2118601,,10.1084/jem.20062481,
316,True,False,True,False,False,17664291,37548,Fibrin deposition accelerates neurovascular damage and neuroinflammation in mouse models of Alzheimer's disease,"Paul J, Strickland S, Melchor JP.",J Exp Med. 2007 Aug 6;204(8):1999-2008. doi: 10.1084/jem.20070304. Epub 2007 Jul 30.,Paul J,J Exp Med,2007,2007/08/01,PMC2118680,,10.1084/jem.20070304,
317,False,False,False,False,False,7798306,38122,The Alzheimer's disease sphinx: a riddle with plaques and tangles,Kosik KS.,J Cell Biol. 1994 Dec;127(6 Pt 1):1501-4. doi: 10.1083/jcb.127.6.1501.,Kosik KS,J Cell Biol,1994,1994/12/01,PMC2120313,,10.1083/jcb.127.6.1501,
320,False,False,False,False,False,8636218,38103,Mitotic mechanisms in Alzheimer's disease?,"Vincent I, Rosado M, Davies P.",J Cell Biol. 1996 Feb;132(3):413-25. doi: 10.1083/jcb.132.3.413.,Vincent I,J Cell Biol,1996,1996/02/01,PMC2120731,,10.1083/jcb.132.3.413,
323,False,False,True,False,False,9585420,38072,Detection of a novel intraneuronal pool of insoluble amyloid beta protein that accumulates with time in culture,"Skovronsky DM, Doms RW, Lee VM.",J Cell Biol. 1998 May 18;141(4):1031-9. doi: 10.1083/jcb.141.4.1031.,Skovronsky DM,J Cell Biol,1998,1998/06/20,PMC2132781,,10.1083/jcb.141.4.1031,
325,False,False,True,False,False,10366599,38055,A myristoylated calcium-binding protein that preferentially interacts with the Alzheimer's disease presenilin 2 protein,"Stabler SM, Ostrowski LL, Janicki SM, Monteiro MJ.",J Cell Biol. 1999 Jun 14;145(6):1277-92. doi: 10.1083/jcb.145.6.1277.,Stabler SM,J Cell Biol,1999,1999/06/15,PMC2133148,,10.1083/jcb.145.6.1277,
328,False,False,True,False,False,9334350,38080,Increased apoptosis arising from increased expression of the Alzheimer's disease-associated presenilin-2 mutation (N141I),"Janicki S, Monteiro MJ.",J Cell Biol. 1997 Oct 20;139(2):485-95. doi: 10.1083/jcb.139.2.485.,Janicki S,J Cell Biol,1997,1997/10/23,PMC2139804,,10.1083/jcb.139.2.485,
332,False,False,True,False,False,9813097,38064,"Overexpression of tau protein inhibits kinesin-dependent trafficking of vesicles, mitochondria, and endoplasmic reticulum: implications for Alzheimer's disease","Ebneth A, Godemann R, Stamer K, Illenberger S, Trinczek B, Mandelkow E.",J Cell Biol. 1998 Nov 2;143(3):777-94. doi: 10.1083/jcb.143.3.777.,Ebneth A,J Cell Biol,1998,1998/11/13,PMC2148132,,10.1083/jcb.143.3.777,
334,False,False,True,False,False,11425871,38026,"The Alzheimer amyloid precursor protein (APP) and FE65, an APP-binding protein, regulate cell movement","Sabo SL, Ikin AF, Buxbaum JD, Greengard P.",J Cell Biol. 2001 Jun 25;153(7):1403-14. doi: 10.1083/jcb.153.7.1403.,Sabo SL,J Cell Biol,2001,2001/06/27,PMC2150733,,10.1083/jcb.153.7.1403,
338,False,False,True,False,False,10491396,38053,Apoptotic activities of wild-type and Alzheimer's disease-related mutant presenilins in Drosophila melanogaster,"Ye Y, Fortini ME.",J Cell Biol. 1999 Sep 20;146(6):1351-64. doi: 10.1083/jcb.146.6.1351.,Ye Y,J Cell Biol,1999,1999/09/24,PMC2156122,,10.1083/jcb.146.6.1351,
340,False,False,True,False,True,10508860,38052,Presenilin 1 suppresses the function of c-Jun homodimers via interaction with QM/Jif-1,"Imafuku I, Masaki T, Waragai M, Takeuchi S, Kawabata M, Hirai S, Ohno S, Nee LE, Lippa CF, Kanazawa I, Imagawa M, Okazawa H.",J Cell Biol. 1999 Oct 4;147(1):121-34. doi: 10.1083/jcb.147.1.121.,Imafuku I,J Cell Biol,1999,1999/10/06,PMC2164975,,10.1083/jcb.147.1.121,
342,False,False,True,False,False,16203860,37793,Macroautophagy--a novel Beta-amyloid peptide-generating pathway activated in Alzheimer's disease,"Yu WH, Cuervo AM, Kumar A, Peterhoff CM, Schmidt SD, Lee JH, Mohan PS, Mercken M, Farmery MR, Tjernberg LO, Jiang Y, Duff K, Uchiyama Y, Näslund J, Mathews PM, Cataldo AM, Nixon RA.",J Cell Biol. 2005 Oct 10;171(1):87-98. doi: 10.1083/jcb.200505082. Epub 2005 Oct 3.,Yu WH,J Cell Biol,2005,2005/10/06,PMC2171227,,10.1083/jcb.200505082,
349,False,False,True,False,False,15642747,37858,BACE overexpression alters the subcellular processing of APP and inhibits Abeta deposition in vivo,"Lee EB, Zhang B, Liu K, Greenbaum EA, Doms RW, Trojanowski JQ, Lee VM.",J Cell Biol. 2005 Jan 17;168(2):291-302. doi: 10.1083/jcb.200407070. Epub 2005 Jan 10.,Lee EB,J Cell Biol,2005,2005/01/12,PMC2171598,,10.1083/jcb.200407070,
353,False,False,True,False,False,15767460,37840,beta-site specific intrabodies to decrease and prevent generation of Alzheimer's Abeta peptide,"Paganetti P, Calanca V, Galli C, Stefani M, Molinari M.",J Cell Biol. 2005 Mar 14;168(6):863-8. doi: 10.1083/jcb.200410047.,Paganetti P,J Cell Biol,2005,2005/03/16,PMC2171775,,10.1083/jcb.200410047,
354,False,False,True,False,False,15837797,37832,Phosphorylation of p66Shc and forkhead proteins mediates Abeta toxicity,"Smith WW, Norton DD, Gorospe M, Jiang H, Nemoto S, Holbrook NJ, Finkel T, Kusiak JW.",J Cell Biol. 2005 Apr 25;169(2):331-9. doi: 10.1083/jcb.200410041. Epub 2005 Apr 18.,Smith WW,J Cell Biol,2005,2005/04/20,PMC2171879,,10.1083/jcb.200410041,
355,False,False,True,False,False,14709545,37923,Amyloid-beta peptide induces oligodendrocyte death by activating the neutral sphingomyelinase-ceramide pathway,"Lee JT, Xu J, Lee JM, Ku G, Han X, Yang DI, Chen S, Hsu CY.",J Cell Biol. 2004 Jan 5;164(1):123-31. doi: 10.1083/jcb.200307017.,Lee JT,J Cell Biol,2004,2004/01/08,PMC2171973,,10.1083/jcb.200307017,
361,False,False,True,False,False,15583033,37865,Neuronal membrane cholesterol loss enhances amyloid peptide generation,"Abad-Rodriguez J, Ledesma MD, Craessaerts K, Perga S, Medina M, Delacourte A, Dingwall C, De Strooper B, Dotti CG.",J Cell Biol. 2004 Dec 6;167(5):953-60. doi: 10.1083/jcb.200404149.,Abad-Rodriguez J,J Cell Biol,2004,2004/12/08,PMC2172459,,10.1083/jcb.200404149,
364,False,False,True,False,False,12515826,37966,Amyloidogenic processing of the Alzheimer beta-amyloid precursor protein depends on lipid rafts,"Ehehalt R, Keller P, Haass C, Thiele C, Simons K.",J Cell Biol. 2003 Jan 6;160(1):113-23. doi: 10.1083/jcb.200207113. Epub 2003 Jan 6.,Ehehalt R,J Cell Biol,2003,2003/01/08,PMC2172747,,10.1083/jcb.200207113,
365,False,False,True,False,False,12695498,37962,Mitochondrial targeting and a novel transmembrane arrest of Alzheimer's amyloid precursor protein impairs mitochondrial function in neuronal cells,"Anandatheerthavarada HK, Biswas G, Robin MA, Avadhani NG.",J Cell Biol. 2003 Apr 14;161(1):41-54. doi: 10.1083/jcb.200207030.,Anandatheerthavarada HK,J Cell Biol,2003,2003/04/16,PMC2172865,,10.1083/jcb.200207030,
371,False,False,False,False,False,11815632,38001,Selective cytotoxicity of intracellular amyloid beta peptide1-42 through p53 and Bax in cultured primary human neurons,"Zhang Y, McLaughlin R, Goodyer C, LeBlanc A.",J Cell Biol. 2002 Feb 4;156(3):519-29. doi: 10.1083/jcb.200110119. Epub 2002 Jan 28.,Zhang Y,J Cell Biol,2002,2002/01/30,PMC2173346,,10.1083/jcb.200110119,
372,False,False,True,False,False,14557245,37936,APP-BP1 mediates APP-induced apoptosis and DNA synthesis and is increased in Alzheimer's disease brain,"Chen Y, Liu W, McPhie DL, Hassinger L, Neve RL.",J Cell Biol. 2003 Oct 13;163(1):27-33. doi: 10.1083/jcb.200304003.,Chen Y,J Cell Biol,2003,2003/10/15,PMC2173435,,10.1083/jcb.200304003,
374,False,False,True,False,False,14557249,37935,APP processing is regulated by cytoplasmic phosphorylation,"Lee MS, Kao SC, Lemere CA, Xia W, Tseng HC, Zhou Y, Neve R, Ahlijanian MK, Tsai LH.",J Cell Biol. 2003 Oct 13;163(1):83-95. doi: 10.1083/jcb.200301115.,Lee MS,J Cell Biol,2003,2003/10/15,PMC2173445,,10.1083/jcb.200301115,
375,False,False,True,False,False,14530380,37938,"Heparan sulfate regulates amyloid precursor protein processing by BACE1, the Alzheimer's beta-secretase","Scholefield Z, Yates EA, Wayne G, Amour A, McDowell W, Turnbull JE.",J Cell Biol. 2003 Oct 13;163(1):97-107. doi: 10.1083/jcb.200303059. Epub 2003 Oct 6.,Scholefield Z,J Cell Biol,2003,2003/10/08,PMC2173449,,10.1083/jcb.200303059,
376,False,False,True,False,False,11901170,37999,"Tau blocks traffic of organelles, neurofilaments, and APP vesicles in neurons and enhances oxidative stress","Stamer K, Vogel R, Thies E, Mandelkow E, Mandelkow EM.",J Cell Biol. 2002 Mar 18;156(6):1051-63. doi: 10.1083/jcb.200108057. Epub 2002 Mar 18.,Stamer K,J Cell Biol,2002,2002/03/20,PMC2173473,,10.1083/jcb.200108057,
381,False,False,True,False,False,12147673,37990,Presenilin-1 affects trafficking and processing of betaAPP and is targeted in a complex with nicastrin to the plasma membrane,"Kaether C, Lammich S, Edbauer D, Ertl M, Rietdorf J, Capell A, Steiner H, Haass C.",J Cell Biol. 2002 Aug 5;158(3):551-61. doi: 10.1083/jcb.200201123. Epub 2002 Jul 29.,Kaether C,J Cell Biol,2002,2002/07/31,PMC2173840,,10.1083/jcb.200201123,
387,False,False,True,False,False,10811821,38041,Capacitative calcium entry deficits and elevated luminal calcium content in mutant presenilin-1 knockin mice,"Leissring MA, Akbari Y, Fanger CM, Cahalan MD, Mattson MP, LaFerla FM.",J Cell Biol. 2000 May 15;149(4):793-8. doi: 10.1083/jcb.149.4.793.,Leissring MA,J Cell Biol,2000,2000/05/17,PMC2174559,,10.1083/jcb.149.4.793,
395,False,False,False,False,False,3025332,38175,Autoantibodies to neurofibrillary tangles and brain tissue in Alzheimer's disease. Establishment of Epstein-Barr virus-transformed antibody-producing cell lines,"Gaskin F, Kingsley BS, Fu SM.",J Exp Med. 1987 Jan 1;165(1):245-50. doi: 10.1084/jem.165.1.245.,Gaskin F,J Exp Med,1987,1987/01/01,PMC2188248,,10.1084/jem.165.1.245,
403,True,False,True,False,False,17947327,37502,Oxidative DNA damage in mild cognitive impairment and late-stage Alzheimer's disease,"Lovell MA, Markesbery WR.",Nucleic Acids Res. 2007;35(22):7497-504. doi: 10.1093/nar/gkm821. Epub 2007 Oct 18.,Lovell MA,Nucleic Acids Res,2007,2007/10/20,PMC2190704,,10.1093/nar/gkm821,
406,False,False,False,False,False,8459212,38140,Human antibodies reactive with beta-amyloid protein in Alzheimer's disease,"Gaskin F, Finley J, Fang Q, Xu S, Fu SM.",J Exp Med. 1993 Apr 1;177(4):1181-6. doi: 10.1084/jem.177.4.1181.,Gaskin F,J Exp Med,1993,1993/04/01,PMC2190957,,10.1084/jem.177.4.1181,
410,False,False,False,False,False,8879214,38091,Inducible nitric oxide synthase in tangle-bearing neurons of patients with Alzheimer's disease,"Vodovotz Y, Lucia MS, Flanders KC, Chesler L, Xie QW, Smith TW, Weidner J, Mumford R, Webber R, Nathan C, Roberts AB, Lippa CF, Sporn MB.",J Exp Med. 1996 Oct 1;184(4):1425-33. doi: 10.1084/jem.184.4.1425.,Vodovotz Y,J Exp Med,1996,1996/10/01,PMC2192831,,10.1084/jem.184.4.1425,
413,False,False,True,False,False,12796468,37952,CD36 mediates the innate host response to beta-amyloid,"El Khoury JB, Moore KJ, Means TK, Leung J, Terada K, Toft M, Freeman MW, Luster AD.",J Exp Med. 2003 Jun 16;197(12):1657-66. doi: 10.1084/jem.20021546. Epub 2003 Jun 9.,El Khoury JB,J Exp Med,2003,2003/06/11,PMC2193948,,10.1084/jem.20021546,
414,True,True,True,False,False,18213383,37417,No effect of one-year treatment with indomethacin on Alzheimer's disease progression: a randomized controlled trial,"de Jong D, Jansen R, Hoefnagels W, Jellesma-Eggenkamp M, Verbeek M, Borm G, Kremer B.",PLoS One. 2008 Jan 23;3(1):e1475. doi: 10.1371/journal.pone.0001475.,de Jong D,PLoS One,2008,2008/01/24,PMC2194921,,10.1371/journal.pone.0001475,
415,False,False,True,False,False,11266469,38030,Presenilin 1 negatively regulates beta-catenin/T cell factor/lymphoid enhancer factor-1 signaling independently of beta-amyloid precursor protein and notch processing,"Soriano S, Kang DE, Fu M, Pestell R, Chevallier N, Zheng H, Koo EH.",J Cell Biol. 2001 Feb 19;152(4):785-94. doi: 10.1083/jcb.152.4.785.,Soriano S,J Cell Biol,2001,2001/03/27,PMC2195782,,10.1083/jcb.152.4.785,
420,False,False,False,False,False,8468348,38139,Study of the synthesis and secretion of normal and artificial mutants of murine amyloid precursor protein (APP): cleavage of APP occurs in a late compartment of the default secretion pathway,"De Strooper B, Umans L, Van Leuven F, Van Den Berghe H.",J Cell Biol. 1993 Apr;121(2):295-304. doi: 10.1083/jcb.121.2.295.,De Strooper B,J Cell Biol,1993,1993/04/01,PMC2200101,,10.1083/jcb.121.2.295,
421,True,False,True,False,False,17983474,37492,Brain type carnosinase in dementia: a pilot study,"Balion CM, Benson C, Raina PS, Papaioannou A, Patterson C, Ismaila AS.",BMC Neurol. 2007 Nov 5;7:38. doi: 10.1186/1471-2377-7-38.,Balion CM,BMC Neurol,2007,2007/11/07,PMC2200655,,10.1186/1471-2377-7-38,
424,True,False,False,False,False,17986333,37489,What are the benefits of cognitive enhancers for Alzheimer's Disease: use of Population Impact Measures,"Gammanpila UP, Burns A, Heller RF, Purandare N.",BMC Geriatr. 2007 Nov 6;7:25. doi: 10.1186/1471-2318-7-25.,Gammanpila UP,BMC Geriatr,2007,2007/11/08,PMC2206022,,10.1186/1471-2318-7-25,
425,False,False,True,False,False,18059472,37456,Lipids revert inert Abeta amyloid fibrils to neurotoxic protofibrils that affect learning in mice,"Martins IC, Kuperstein I, Wilkinson H, Maes E, Vanbrabant M, Jonckheere W, Van Gelder P, Hartmann D, D'Hooge R, De Strooper B, Schymkowitz J, Rousseau F.",EMBO J. 2008 Jan 9;27(1):224-33. doi: 10.1038/sj.emboj.7601953. Epub 2007 Dec 6.,Martins IC,EMBO J,2008,2007/12/07,PMC2206134,,10.1038/sj.emboj.7601953,
426,True,False,True,False,False,18093312,37443,The development of a theory-based intervention to promote appropriate disclosure of a diagnosis of dementia,"Foy R, Francis JJ, Johnston M, Eccles M, Lecouturier J, Bamford C, Grimshaw J.",BMC Health Serv Res. 2007 Dec 19;7:207. doi: 10.1186/1472-6963-7-207.,Foy R,BMC Health Serv Res,2007,2007/12/21,PMC2211296,,10.1186/1472-6963-7-207,
427,True,False,True,False,False,18184433,37431,Rapid cognitive improvement in Alzheimer's disease following perispinal etanercept administration,"Tobinick EL, Gross H.",J Neuroinflammation. 2008 Jan 9;5:2. doi: 10.1186/1742-2094-5-2.,Tobinick EL,J Neuroinflammation,2008,2008/01/11,PMC2211476,,10.1186/1742-2094-5-2,
431,False,False,True,False,False,9687521,38070,Complement-dependent proinflammatory properties of the Alzheimer's disease beta-peptide,"Bradt BM, Kolb WP, Cooper NR.",J Exp Med. 1998 Aug 3;188(3):431-8. doi: 10.1084/jem.188.3.431.,Bradt BM,J Exp Med,1998,1998/08/04,PMC2212467,,10.1084/jem.188.3.431,
433,True,False,True,False,False,16260491,37786,Protection from Alzheimer's-like disease in the mouse by genetic ablation of inducible nitric oxide synthase,"Nathan C, Calingasan N, Nezezon J, Ding A, Lucia MS, La Perle K, Fuortes M, Lin M, Ehrt S, Kwon NS, Chen J, Vodovotz Y, Kipiani K, Beal MF.",J Exp Med. 2005 Nov 7;202(9):1163-9. doi: 10.1084/jem.20051529. Epub 2005 Oct 31.,Nathan C,J Exp Med,2005,2005/11/02,PMC2213235,,10.1084/jem.20051529,
442,False,False,True,False,False,18032068,37475,Interpreting scan data acquired from multiple scanners: a study with Alzheimer's disease,"Stonnington CM, Tan G, Klöppel S, Chu C, Draganski B, Jack CR Jr, Chen K, Ashburner J, Frackowiak RS.",Neuroimage. 2008 Feb 1;39(3):1180-5. doi: 10.1016/j.neuroimage.2007.09.066. Epub 2007 Oct 13.,Stonnington CM,Neuroimage,2008,2007/11/23,PMC2225446,,10.1016/j.neuroimage.2007.09.066,
450,True,False,True,False,False,18186919,37430,Perispinal etanercept: potential as an Alzheimer therapeutic,Griffin WS.,J Neuroinflammation. 2008 Jan 10;5:3. doi: 10.1186/1742-2094-5-3.,Griffin WS,J Neuroinflammation,2008,2008/01/12,PMC2241592,,10.1186/1742-2094-5-3,
466,False,False,True,False,False,18234110,37407,Dimerization of the transmembrane domain of amyloid precursor proteins and familial Alzheimer's disease mutants,"Gorman PM, Kim S, Guo M, Melnyk RA, McLaurin J, Fraser PE, Bowie JU, Chakrabartty A.",BMC Neurosci. 2008 Jan 30;9:17. doi: 10.1186/1471-2202-9-17.,Gorman PM,BMC Neurosci,2008,2008/02/01,PMC2266763,,10.1186/1471-2202-9-17,
469,False,False,True,False,False,18218130,37415,Inhibition of apoptosis in neuronal cells infected with Chlamydophila (Chlamydia) pneumoniae,"Appelt DM, Roupas MR, Way DS, Bell MG, Albert EV, Hammond CJ, Balin BJ.",BMC Neurosci. 2008 Jan 24;9:13. doi: 10.1186/1471-2202-9-13.,Appelt DM,BMC Neurosci,2008,2008/01/26,PMC2266938,,10.1186/1471-2202-9-13,
472,True,False,True,False,False,18226273,37410,Clinical ethics consultation: examining how American and Japanese experts analyze an Alzheimer's case,"Nagao N, Aulisio MP, Nukaga Y, Fujita M, Kosugi S, Youngner S, Akabayashi A.",BMC Med Ethics. 2008 Jan 29;9:2. doi: 10.1186/1472-6939-9-2.,Nagao N,BMC Med Ethics,2008,2008/01/30,PMC2268696,,10.1186/1472-6939-9-2,
474,True,False,True,False,False,18302776,37384,Development of transgenic rats producing human beta-amyloid precursor protein as a model for Alzheimer's disease: transgene and endogenous APP genes are regulated tissue-specifically,"Agca C, Fritz JJ, Walker LC, Levey AI, Chan AW, Lah JJ, Agca Y.",BMC Neurosci. 2008 Feb 26;9:28. doi: 10.1186/1471-2202-9-28.,Agca C,BMC Neurosci,2008,2008/02/28,PMC2268936,,10.1186/1471-2202-9-28,
480,True,False,True,True,False,18263617,37401,Commonality of functional annotation: a method for prioritization of candidate genes from genome-wide linkage studies,"Shriner D, Baye TM, Padilla MA, Zhang S, Vaughan LK, Loraine AE.",Nucleic Acids Res. 2008 Mar;36(4):e26. doi: 10.1093/nar/gkn007. Epub 2008 Feb 7.,Shriner D,Nucleic Acids Res,2008,2008/02/12,PMC2275105,,10.1093/nar/gkn007,
484,False,False,False,False,False,1343104,38154,Serum amyloid P component (SAP)-like protein from botryllid ascidians provides a clue to amyloid function,"Scofield VL, Puntambekar L, Schluter SF, Coombe DR.",Dev Immunol. 1992;3(1):67-84. doi: 10.1155/1992/39710.,Scofield VL,Dev Immunol,1992,1992/01/01,PMC2275902,,10.1155/1992/39710,
